recipe_id,name,cuisine,category,ingredients,steps,calories,veg,flavor_profile,season,suitable_for_diabetes,suitable_for_bp,suitable_for_heart_condition,ingredients_length,steps_length,health_tags
6401,pistachio cake 1,Pakistani,baked item,"flour, sugar, butter, baking powder, eggs/milk","1. preheat oven to 180°c. 2. cream butter and sugar, then add dry ingredients. 3. shape or pour into a tin. 4. bake for 20-30 minutes until golden.",584,0,sweet,all,0,0.0,0,5,9,
6402,cheese straws 2,Pakistani,baked item,"flour, sugar, butter, baking powder, eggs/milk","1. preheat oven to 180°c. 2. cream butter and sugar, then add dry ingredients. 3. shape or pour into a tin. 4. bake for 20-30 minutes until golden.",505,0,sweet,all,0,0.0,0,5,9,
6403,zarda cake 3,Pakistani,baked item,"flour, sugar, butter, baking powder, eggs/milk","1. preheat oven to 180°c. 2. cream butter and sugar, then add dry ingredients. 3. shape or pour into a tin. 4. bake for 20-30 minutes until golden.",516,0,sweet,all,0,0.0,0,5,9,
6404,cake rusk 4,Pakistani,baked item,"flour, sugar, butter, baking powder, eggs/milk","1. preheat oven to 180°c. 2. cream butter and sugar, then add dry ingredients. 3. shape or pour into a tin. 4. bake for 20-30 minutes until golden.",183,0,sweet,all,0,1.0,0,5,9,bp
6405,bakery biscuit 5,Pakistani,baked item,"flour, sugar, butter, baking powder, eggs/milk","1. preheat oven to 180°c. 2. cream butter and sugar, then add dry ingredients. 3. shape or pour into a tin. 4. bake for 20-30 minutes until golden.",300,0,sweet,all,0,1.0,0,5,9,bp
6406,bakery biscuit 6,Pakistani,baked item,"flour, sugar, butter, baking powder, eggs/milk","1. preheat oven to 180°c. 2. cream butter and sugar, then add dry ingredients. 3. shape or pour into a tin. 4. bake for 20-30 minutes until golden.",541,0,sweet,all,0,0.0,0,5,9,
6407,vegetable puff 7,Pakistani,baked item,"flour, sugar, butter, baking powder, eggs/milk","1. preheat oven to 180°c. 2. cream butter and sugar, then add dry ingredients. 3. shape or pour into a tin. 4. bake for 20-30 minutes until golden.",383,0,sweet,all,0,1.0,0,5,9,bp
6408,nan khatai 8,Pakistani,baked item,"flour, sugar, butter, baking powder, eggs/milk","1. preheat oven to 180°c. 2. cream butter and sugar, then add dry ingredients. 3. shape or pour into a tin. 4. bake for 20-30 minutes until golden.",452,0,sweet,all,0,0.0,0,5,9,
6409,nan khatai 9,Pakistani,baked item,"flour, sugar, butter, baking powder, eggs/milk","1. preheat oven to 180°c. 2. cream butter and sugar, then add dry ingredients. 3. shape or pour into a tin. 4. bake for 20-30 minutes until golden.",420,0,sweet,all,0,0.0,0,5,9,
6410,nan khatai 10,Pakistani,baked item,"flour, sugar, butter, baking powder, eggs/milk","1. preheat oven to 180°c. 2. cream butter and sugar, then add dry ingredients. 3. shape or pour into a tin. 4. bake for 20-30 minutes until golden.",444,0,sweet,all,0,0.0,0,5,9,
6411,bakery biscuit 11,Pakistani,baked item,"flour, sugar, butter, baking powder, eggs/milk","1. preheat oven to 180°c. 2. cream butter and sugar, then add dry ingredients. 3. shape or pour into a tin. 4. bake for 20-30 minutes until golden.",399,0,sweet,all,0,1.0,0,5,9,bp
6412,cheese straws 12,Pakistani,baked item,"flour, sugar, butter, baking powder, eggs/milk","1. preheat oven to 180°c. 2. cream butter and sugar, then add dry ingredients. 3. shape or pour into a tin. 4. bake for 20-30 minutes until golden.",359,0,sweet,all,0,1.0,0,5,9,bp
6413,nan khatai 13,Pakistani,baked item,"flour, sugar, butter, baking powder, eggs/milk","1. preheat oven to 180°c. 2. cream butter and sugar, then add dry ingredients. 3. shape or pour into a tin. 4. bake for 20-30 minutes until golden.",390,0,sweet,all,0,1.0,0,5,9,bp
6414,nan khatai 14,Pakistani,baked item,"flour, sugar, butter, baking powder, eggs/milk","1. preheat oven to 180°c. 2. cream butter and sugar, then add dry ingredients. 3. shape or pour into a tin. 4. bake for 20-30 minutes until golden.",148,0,sweet,all,0,1.0,0,5,9,bp
6415,nan khatai 15,Pakistani,baked item,"flour, sugar, butter, baking powder, eggs/milk","1. preheat oven to 180°c. 2. cream butter and sugar, then add dry ingredients. 3. shape or pour into a tin. 4. bake for 20-30 minutes until golden.",529,0,sweet,all,0,0.0,0,5,9,
6416,cake rusk 16,Pakistani,baked item,"flour, sugar, butter, baking powder, eggs/milk","1. preheat oven to 180°c. 2. cream butter and sugar, then add dry ingredients. 3. shape or pour into a tin. 4. bake for 20-30 minutes until golden.",209,0,sweet,all,0,1.0,0,5,9,bp
6417,zarda cake 17,Pakistani,baked item,"flour, sugar, butter, baking powder, eggs/milk","1. preheat oven to 180°c. 2. cream butter and sugar, then add dry ingredients. 3. shape or pour into a tin. 4. bake for 20-30 minutes until golden.",277,0,sweet,all,0,1.0,0,5,9,bp
6418,cheese straws 18,Pakistani,baked item,"flour, sugar, butter, baking powder, eggs/milk","1. preheat oven to 180°c. 2. cream butter and sugar, then add dry ingredients. 3. shape or pour into a tin. 4. bake for 20-30 minutes until golden.",182,0,sweet,all,0,1.0,0,5,9,bp
6419,zarda cake 19,Pakistani,baked item,"flour, sugar, butter, baking powder, eggs/milk","1. preheat oven to 180°c. 2. cream butter and sugar, then add dry ingredients. 3. shape or pour into a tin. 4. bake for 20-30 minutes until golden.",266,0,sweet,all,0,1.0,0,5,9,bp
6420,almond macaroons 20,Pakistani,baked item,"flour, sugar, butter, baking powder, eggs/milk","1. preheat oven to 180°c. 2. cream butter and sugar, then add dry ingredients. 3. shape or pour into a tin. 4. bake for 20-30 minutes until golden.",118,0,sweet,all,0,1.0,0,5,9,bp
6421,pistachio cake 21,Pakistani,baked item,"flour, sugar, butter, baking powder, eggs/milk","1. preheat oven to 180°c. 2. cream butter and sugar, then add dry ingredients. 3. shape or pour into a tin. 4. bake for 20-30 minutes until golden.",477,0,sweet,all,0,0.0,0,5,9,
6422,chicken patties 22,Pakistani,baked item,"flour, sugar, butter, baking powder, eggs/milk","1. preheat oven to 180°c. 2. cream butter and sugar, then add dry ingredients. 3. shape or pour into a tin. 4. bake for 20-30 minutes until golden.",409,0,sweet,all,0,0.0,0,5,9,
6423,pistachio cake 23,Pakistani,baked item,"flour, sugar, butter, baking powder, eggs/milk","1. preheat oven to 180°c. 2. cream butter and sugar, then add dry ingredients. 3. shape or pour into a tin. 4. bake for 20-30 minutes until golden.",324,0,sweet,all,0,1.0,0,5,9,bp
6424,chicken patties 24,Pakistani,baked item,"flour, sugar, butter, baking powder, eggs/milk","1. preheat oven to 180°c. 2. cream butter and sugar, then add dry ingredients. 3. shape or pour into a tin. 4. bake for 20-30 minutes until golden.",535,0,sweet,all,0,0.0,0,5,9,
6425,chicken patties 25,Pakistani,baked item,"flour, sugar, butter, baking powder, eggs/milk","1. preheat oven to 180°c. 2. cream butter and sugar, then add dry ingredients. 3. shape or pour into a tin. 4. bake for 20-30 minutes until golden.",326,0,sweet,all,0,1.0,0,5,9,bp
6426,zarda cake 26,Pakistani,baked item,"flour, sugar, butter, baking powder, eggs/milk","1. preheat oven to 180°c. 2. cream butter and sugar, then add dry ingredients. 3. shape or pour into a tin. 4. bake for 20-30 minutes until golden.",349,0,sweet,all,0,1.0,0,5,9,bp
6427,nan khatai 27,Pakistani,baked item,"flour, sugar, butter, baking powder, eggs/milk","1. preheat oven to 180°c. 2. cream butter and sugar, then add dry ingredients. 3. shape or pour into a tin. 4. bake for 20-30 minutes until golden.",260,0,sweet,all,0,1.0,0,5,9,bp
6428,pistachio cake 28,Pakistani,baked item,"flour, sugar, butter, baking powder, eggs/milk","1. preheat oven to 180°c. 2. cream butter and sugar, then add dry ingredients. 3. shape or pour into a tin. 4. bake for 20-30 minutes until golden.",138,0,sweet,all,0,1.0,0,5,9,bp
6429,zarda cake 29,Pakistani,baked item,"flour, sugar, butter, baking powder, eggs/milk","1. preheat oven to 180°c. 2. cream butter and sugar, then add dry ingredients. 3. shape or pour into a tin. 4. bake for 20-30 minutes until golden.",511,0,sweet,all,0,0.0,0,5,9,
6430,cake rusk 30,Pakistani,baked item,"flour, sugar, butter, baking powder, eggs/milk","1. preheat oven to 180°c. 2. cream butter and sugar, then add dry ingredients. 3. shape or pour into a tin. 4. bake for 20-30 minutes until golden.",200,0,sweet,all,0,1.0,0,5,9,bp
6431,pistachio cake 31,Pakistani,baked item,"flour, sugar, butter, baking powder, eggs/milk","1. preheat oven to 180°c. 2. cream butter and sugar, then add dry ingredients. 3. shape or pour into a tin. 4. bake for 20-30 minutes until golden.",248,0,sweet,all,0,1.0,0,5,9,bp
6432,nan khatai 32,Pakistani,baked item,"flour, sugar, butter, baking powder, eggs/milk","1. preheat oven to 180°c. 2. cream butter and sugar, then add dry ingredients. 3. shape or pour into a tin. 4. bake for 20-30 minutes until golden.",148,0,sweet,all,0,1.0,0,5,9,bp
6433,almond macaroons 33,Pakistani,baked item,"flour, sugar, butter, baking powder, eggs/milk","1. preheat oven to 180°c. 2. cream butter and sugar, then add dry ingredients. 3. shape or pour into a tin. 4. bake for 20-30 minutes until golden.",246,0,sweet,all,0,1.0,0,5,9,bp
6434,chicken pie 34,Pakistani,baked item,"flour, sugar, butter, baking powder, eggs/milk","1. preheat oven to 180°c. 2. cream butter and sugar, then add dry ingredients. 3. shape or pour into a tin. 4. bake for 20-30 minutes until golden.",357,0,sweet,all,0,1.0,0,5,9,bp
6435,zarda cake 35,Pakistani,baked item,"flour, sugar, butter, baking powder, eggs/milk","1. preheat oven to 180°c. 2. cream butter and sugar, then add dry ingredients. 3. shape or pour into a tin. 4. bake for 20-30 minutes until golden.",183,0,sweet,all,0,1.0,0,5,9,bp
6436,almond macaroons 36,Pakistani,baked item,"flour, sugar, butter, baking powder, eggs/milk","1. preheat oven to 180°c. 2. cream butter and sugar, then add dry ingredients. 3. shape or pour into a tin. 4. bake for 20-30 minutes until golden.",344,0,sweet,all,0,1.0,0,5,9,bp
6437,almond macaroons 37,Pakistani,baked item,"flour, sugar, butter, baking powder, eggs/milk","1. preheat oven to 180°c. 2. cream butter and sugar, then add dry ingredients. 3. shape or pour into a tin. 4. bake for 20-30 minutes until golden.",409,0,sweet,all,0,0.0,0,5,9,
6438,cake rusk 38,Pakistani,baked item,"flour, sugar, butter, baking powder, eggs/milk","1. preheat oven to 180°c. 2. cream butter and sugar, then add dry ingredients. 3. shape or pour into a tin. 4. bake for 20-30 minutes until golden.",456,0,sweet,all,0,0.0,0,5,9,
6439,almond macaroons 39,Pakistani,baked item,"flour, sugar, butter, baking powder, eggs/milk","1. preheat oven to 180°c. 2. cream butter and sugar, then add dry ingredients. 3. shape or pour into a tin. 4. bake for 20-30 minutes until golden.",389,0,sweet,all,0,1.0,0,5,9,bp
6440,cake rusk 40,Pakistani,baked item,"flour, sugar, butter, baking powder, eggs/milk","1. preheat oven to 180°c. 2. cream butter and sugar, then add dry ingredients. 3. shape or pour into a tin. 4. bake for 20-30 minutes until golden.",392,0,sweet,all,0,1.0,0,5,9,bp
6441,chicken patties 41,Pakistani,baked item,"flour, sugar, butter, baking powder, eggs/milk","1. preheat oven to 180°c. 2. cream butter and sugar, then add dry ingredients. 3. shape or pour into a tin. 4. bake for 20-30 minutes until golden.",202,0,sweet,all,0,1.0,0,5,9,bp
6442,cake rusk 42,Pakistani,baked item,"flour, sugar, butter, baking powder, eggs/milk","1. preheat oven to 180°c. 2. cream butter and sugar, then add dry ingredients. 3. shape or pour into a tin. 4. bake for 20-30 minutes until golden.",273,0,sweet,all,0,1.0,0,5,9,bp
6443,chicken patties 43,Pakistani,baked item,"flour, sugar, butter, baking powder, eggs/milk","1. preheat oven to 180°c. 2. cream butter and sugar, then add dry ingredients. 3. shape or pour into a tin. 4. bake for 20-30 minutes until golden.",190,0,sweet,all,0,1.0,0,5,9,bp
6444,chicken patties 44,Pakistani,baked item,"flour, sugar, butter, baking powder, eggs/milk","1. preheat oven to 180°c. 2. cream butter and sugar, then add dry ingredients. 3. shape or pour into a tin. 4. bake for 20-30 minutes until golden.",455,0,sweet,all,0,0.0,0,5,9,
6445,cake rusk 45,Pakistani,baked item,"flour, sugar, butter, baking powder, eggs/milk","1. preheat oven to 180°c. 2. cream butter and sugar, then add dry ingredients. 3. shape or pour into a tin. 4. bake for 20-30 minutes until golden.",503,0,sweet,all,0,0.0,0,5,9,
6446,almond macaroons 46,Pakistani,baked item,"flour, sugar, butter, baking powder, eggs/milk","1. preheat oven to 180°c. 2. cream butter and sugar, then add dry ingredients. 3. shape or pour into a tin. 4. bake for 20-30 minutes until golden.",451,0,sweet,all,0,0.0,0,5,9,
6447,chicken patties 47,Pakistani,baked item,"flour, sugar, butter, baking powder, eggs/milk","1. preheat oven to 180°c. 2. cream butter and sugar, then add dry ingredients. 3. shape or pour into a tin. 4. bake for 20-30 minutes until golden.",491,0,sweet,all,0,0.0,0,5,9,
6448,nan khatai 48,Pakistani,baked item,"flour, sugar, butter, baking powder, eggs/milk","1. preheat oven to 180°c. 2. cream butter and sugar, then add dry ingredients. 3. shape or pour into a tin. 4. bake for 20-30 minutes until golden.",596,0,sweet,all,0,0.0,0,5,9,
6449,chicken pie 49,Pakistani,baked item,"flour, sugar, butter, baking powder, eggs/milk","1. preheat oven to 180°c. 2. cream butter and sugar, then add dry ingredients. 3. shape or pour into a tin. 4. bake for 20-30 minutes until golden.",307,0,sweet,all,0,1.0,0,5,9,bp
6450,pistachio cake 50,Pakistani,baked item,"flour, sugar, butter, baking powder, eggs/milk","1. preheat oven to 180°c. 2. cream butter and sugar, then add dry ingredients. 3. shape or pour into a tin. 4. bake for 20-30 minutes until golden.",327,0,sweet,all,0,1.0,0,5,9,bp
6451,nan khatai 51,Pakistani,baked item,"flour, sugar, butter, baking powder, eggs/milk","1. preheat oven to 180°c. 2. cream butter and sugar, then add dry ingredients. 3. shape or pour into a tin. 4. bake for 20-30 minutes until golden.",205,0,sweet,all,0,1.0,0,5,9,bp
6452,cake rusk 52,Pakistani,baked item,"flour, sugar, butter, baking powder, eggs/milk","1. preheat oven to 180°c. 2. cream butter and sugar, then add dry ingredients. 3. shape or pour into a tin. 4. bake for 20-30 minutes until golden.",576,0,sweet,all,0,0.0,0,5,9,
6453,pistachio cake 53,Pakistani,baked item,"flour, sugar, butter, baking powder, eggs/milk","1. preheat oven to 180°c. 2. cream butter and sugar, then add dry ingredients. 3. shape or pour into a tin. 4. bake for 20-30 minutes until golden.",353,0,sweet,all,0,1.0,0,5,9,bp
6454,cake rusk 54,Pakistani,baked item,"flour, sugar, butter, baking powder, eggs/milk","1. preheat oven to 180°c. 2. cream butter and sugar, then add dry ingredients. 3. shape or pour into a tin. 4. bake for 20-30 minutes until golden.",597,0,sweet,all,0,0.0,0,5,9,
6455,cheese straws 55,Pakistani,baked item,"flour, sugar, butter, baking powder, eggs/milk","1. preheat oven to 180°c. 2. cream butter and sugar, then add dry ingredients. 3. shape or pour into a tin. 4. bake for 20-30 minutes until golden.",189,0,sweet,all,0,1.0,0,5,9,bp
6456,cheese straws 56,Pakistani,baked item,"flour, sugar, butter, baking powder, eggs/milk","1. preheat oven to 180°c. 2. cream butter and sugar, then add dry ingredients. 3. shape or pour into a tin. 4. bake for 20-30 minutes until golden.",524,0,sweet,all,0,0.0,0,5,9,
6457,pistachio cake 57,Pakistani,baked item,"flour, sugar, butter, baking powder, eggs/milk","1. preheat oven to 180°c. 2. cream butter and sugar, then add dry ingredients. 3. shape or pour into a tin. 4. bake for 20-30 minutes until golden.",334,0,sweet,all,0,1.0,0,5,9,bp
6458,nan khatai 58,Pakistani,baked item,"flour, sugar, butter, baking powder, eggs/milk","1. preheat oven to 180°c. 2. cream butter and sugar, then add dry ingredients. 3. shape or pour into a tin. 4. bake for 20-30 minutes until golden.",241,0,sweet,all,0,1.0,0,5,9,bp
6459,cake rusk 59,Pakistani,baked item,"flour, sugar, butter, baking powder, eggs/milk","1. preheat oven to 180°c. 2. cream butter and sugar, then add dry ingredients. 3. shape or pour into a tin. 4. bake for 20-30 minutes until golden.",532,0,sweet,all,0,0.0,0,5,9,
6460,pistachio cake 60,Pakistani,baked item,"flour, sugar, butter, baking powder, eggs/milk","1. preheat oven to 180°c. 2. cream butter and sugar, then add dry ingredients. 3. shape or pour into a tin. 4. bake for 20-30 minutes until golden.",510,0,sweet,all,0,0.0,0,5,9,
6461,chicken pie 61,Pakistani,baked item,"flour, sugar, butter, baking powder, eggs/milk","1. preheat oven to 180°c. 2. cream butter and sugar, then add dry ingredients. 3. shape or pour into a tin. 4. bake for 20-30 minutes until golden.",239,0,sweet,all,0,1.0,0,5,9,bp
6462,nan khatai 62,Pakistani,baked item,"flour, sugar, butter, baking powder, eggs/milk","1. preheat oven to 180°c. 2. cream butter and sugar, then add dry ingredients. 3. shape or pour into a tin. 4. bake for 20-30 minutes until golden.",165,0,sweet,all,0,1.0,0,5,9,bp
6463,zarda cake 63,Pakistani,baked item,"flour, sugar, butter, baking powder, eggs/milk","1. preheat oven to 180°c. 2. cream butter and sugar, then add dry ingredients. 3. shape or pour into a tin. 4. bake for 20-30 minutes until golden.",397,0,sweet,all,0,1.0,0,5,9,bp
6464,zarda cake 64,Pakistani,baked item,"flour, sugar, butter, baking powder, eggs/milk","1. preheat oven to 180°c. 2. cream butter and sugar, then add dry ingredients. 3. shape or pour into a tin. 4. bake for 20-30 minutes until golden.",419,0,sweet,all,0,0.0,0,5,9,
6465,almond macaroons 65,Pakistani,baked item,"flour, sugar, butter, baking powder, eggs/milk","1. preheat oven to 180°c. 2. cream butter and sugar, then add dry ingredients. 3. shape or pour into a tin. 4. bake for 20-30 minutes until golden.",278,0,sweet,all,0,1.0,0,5,9,bp
6466,cake rusk 66,Pakistani,baked item,"flour, sugar, butter, baking powder, eggs/milk","1. preheat oven to 180°c. 2. cream butter and sugar, then add dry ingredients. 3. shape or pour into a tin. 4. bake for 20-30 minutes until golden.",357,0,sweet,all,0,1.0,0,5,9,bp
6467,chicken pie 67,Pakistani,baked item,"flour, sugar, butter, baking powder, eggs/milk","1. preheat oven to 180°c. 2. cream butter and sugar, then add dry ingredients. 3. shape or pour into a tin. 4. bake for 20-30 minutes until golden.",242,0,sweet,all,0,1.0,0,5,9,bp
6468,pistachio cake 68,Pakistani,baked item,"flour, sugar, butter, baking powder, eggs/milk","1. preheat oven to 180°c. 2. cream butter and sugar, then add dry ingredients. 3. shape or pour into a tin. 4. bake for 20-30 minutes until golden.",116,0,sweet,all,0,1.0,0,5,9,bp
6469,pistachio cake 69,Pakistani,baked item,"flour, sugar, butter, baking powder, eggs/milk","1. preheat oven to 180°c. 2. cream butter and sugar, then add dry ingredients. 3. shape or pour into a tin. 4. bake for 20-30 minutes until golden.",123,0,sweet,all,0,1.0,0,5,9,bp
6470,pistachio cake 70,Pakistani,baked item,"flour, sugar, butter, baking powder, eggs/milk","1. preheat oven to 180°c. 2. cream butter and sugar, then add dry ingredients. 3. shape or pour into a tin. 4. bake for 20-30 minutes until golden.",347,0,sweet,all,0,1.0,0,5,9,bp
6471,zarda cake 71,Pakistani,baked item,"flour, sugar, butter, baking powder, eggs/milk","1. preheat oven to 180°c. 2. cream butter and sugar, then add dry ingredients. 3. shape or pour into a tin. 4. bake for 20-30 minutes until golden.",263,0,sweet,all,0,1.0,0,5,9,bp
6472,bakery biscuit 72,Pakistani,baked item,"flour, sugar, butter, baking powder, eggs/milk","1. preheat oven to 180°c. 2. cream butter and sugar, then add dry ingredients. 3. shape or pour into a tin. 4. bake for 20-30 minutes until golden.",361,0,sweet,all,0,1.0,0,5,9,bp
6473,cake rusk 73,Pakistani,baked item,"flour, sugar, butter, baking powder, eggs/milk","1. preheat oven to 180°c. 2. cream butter and sugar, then add dry ingredients. 3. shape or pour into a tin. 4. bake for 20-30 minutes until golden.",296,0,sweet,all,0,1.0,0,5,9,bp
6474,cheese straws 74,Pakistani,baked item,"flour, sugar, butter, baking powder, eggs/milk","1. preheat oven to 180°c. 2. cream butter and sugar, then add dry ingredients. 3. shape or pour into a tin. 4. bake for 20-30 minutes until golden.",405,0,sweet,all,0,0.0,0,5,9,
6475,bakery biscuit 75,Pakistani,baked item,"flour, sugar, butter, baking powder, eggs/milk","1. preheat oven to 180°c. 2. cream butter and sugar, then add dry ingredients. 3. shape or pour into a tin. 4. bake for 20-30 minutes until golden.",230,0,sweet,all,0,1.0,0,5,9,bp
6476,bakery biscuit 76,Pakistani,baked item,"flour, sugar, butter, baking powder, eggs/milk","1. preheat oven to 180°c. 2. cream butter and sugar, then add dry ingredients. 3. shape or pour into a tin. 4. bake for 20-30 minutes until golden.",378,0,sweet,all,0,1.0,0,5,9,bp
6477,bakery biscuit 77,Pakistani,baked item,"flour, sugar, butter, baking powder, eggs/milk","1. preheat oven to 180°c. 2. cream butter and sugar, then add dry ingredients. 3. shape or pour into a tin. 4. bake for 20-30 minutes until golden.",436,0,sweet,all,0,0.0,0,5,9,
6478,bakery biscuit 78,Pakistani,baked item,"flour, sugar, butter, baking powder, eggs/milk","1. preheat oven to 180°c. 2. cream butter and sugar, then add dry ingredients. 3. shape or pour into a tin. 4. bake for 20-30 minutes until golden.",561,0,sweet,all,0,0.0,0,5,9,
6479,bakery biscuit 79,Pakistani,baked item,"flour, sugar, butter, baking powder, eggs/milk","1. preheat oven to 180°c. 2. cream butter and sugar, then add dry ingredients. 3. shape or pour into a tin. 4. bake for 20-30 minutes until golden.",266,0,sweet,all,0,1.0,0,5,9,bp
6480,zarda cake 80,Pakistani,baked item,"flour, sugar, butter, baking powder, eggs/milk","1. preheat oven to 180°c. 2. cream butter and sugar, then add dry ingredients. 3. shape or pour into a tin. 4. bake for 20-30 minutes until golden.",111,0,sweet,all,0,1.0,0,5,9,bp
6481,chicken pie 81,Pakistani,baked item,"flour, sugar, butter, baking powder, eggs/milk","1. preheat oven to 180°c. 2. cream butter and sugar, then add dry ingredients. 3. shape or pour into a tin. 4. bake for 20-30 minutes until golden.",512,0,sweet,all,0,0.0,0,5,9,
6482,zarda cake 82,Pakistani,baked item,"flour, sugar, butter, baking powder, eggs/milk","1. preheat oven to 180°c. 2. cream butter and sugar, then add dry ingredients. 3. shape or pour into a tin. 4. bake for 20-30 minutes until golden.",589,0,sweet,all,0,0.0,0,5,9,
6483,zarda cake 83,Pakistani,baked item,"flour, sugar, butter, baking powder, eggs/milk","1. preheat oven to 180°c. 2. cream butter and sugar, then add dry ingredients. 3. shape or pour into a tin. 4. bake for 20-30 minutes until golden.",471,0,sweet,all,0,0.0,0,5,9,
6484,bakery biscuit 84,Pakistani,baked item,"flour, sugar, butter, baking powder, eggs/milk","1. preheat oven to 180°c. 2. cream butter and sugar, then add dry ingredients. 3. shape or pour into a tin. 4. bake for 20-30 minutes until golden.",266,0,sweet,all,0,1.0,0,5,9,bp
6485,pistachio cake 85,Pakistani,baked item,"flour, sugar, butter, baking powder, eggs/milk","1. preheat oven to 180°c. 2. cream butter and sugar, then add dry ingredients. 3. shape or pour into a tin. 4. bake for 20-30 minutes until golden.",228,0,sweet,all,0,1.0,0,5,9,bp
6486,cake rusk 86,Pakistani,baked item,"flour, sugar, butter, baking powder, eggs/milk","1. preheat oven to 180°c. 2. cream butter and sugar, then add dry ingredients. 3. shape or pour into a tin. 4. bake for 20-30 minutes until golden.",532,0,sweet,all,0,0.0,0,5,9,
6487,pistachio cake 87,Pakistani,baked item,"flour, sugar, butter, baking powder, eggs/milk","1. preheat oven to 180°c. 2. cream butter and sugar, then add dry ingredients. 3. shape or pour into a tin. 4. bake for 20-30 minutes until golden.",194,0,sweet,all,0,1.0,0,5,9,bp
6488,zarda cake 88,Pakistani,baked item,"flour, sugar, butter, baking powder, eggs/milk","1. preheat oven to 180°c. 2. cream butter and sugar, then add dry ingredients. 3. shape or pour into a tin. 4. bake for 20-30 minutes until golden.",260,0,sweet,all,0,1.0,0,5,9,bp
6489,vegetable puff 89,Pakistani,baked item,"flour, sugar, butter, baking powder, eggs/milk","1. preheat oven to 180°c. 2. cream butter and sugar, then add dry ingredients. 3. shape or pour into a tin. 4. bake for 20-30 minutes until golden.",395,0,sweet,all,0,1.0,0,5,9,bp
6490,cheese straws 90,Pakistani,baked item,"flour, sugar, butter, baking powder, eggs/milk","1. preheat oven to 180°c. 2. cream butter and sugar, then add dry ingredients. 3. shape or pour into a tin. 4. bake for 20-30 minutes until golden.",262,0,sweet,all,0,1.0,0,5,9,bp
6491,almond macaroons 91,Pakistani,baked item,"flour, sugar, butter, baking powder, eggs/milk","1. preheat oven to 180°c. 2. cream butter and sugar, then add dry ingredients. 3. shape or pour into a tin. 4. bake for 20-30 minutes until golden.",564,0,sweet,all,0,0.0,0,5,9,
6492,vegetable puff 92,Pakistani,baked item,"flour, sugar, butter, baking powder, eggs/milk","1. preheat oven to 180°c. 2. cream butter and sugar, then add dry ingredients. 3. shape or pour into a tin. 4. bake for 20-30 minutes until golden.",304,0,sweet,all,0,1.0,0,5,9,bp
6493,cake rusk 93,Pakistani,baked item,"flour, sugar, butter, baking powder, eggs/milk","1. preheat oven to 180°c. 2. cream butter and sugar, then add dry ingredients. 3. shape or pour into a tin. 4. bake for 20-30 minutes until golden.",514,0,sweet,all,0,0.0,0,5,9,
6494,chicken pie 94,Pakistani,baked item,"flour, sugar, butter, baking powder, eggs/milk","1. preheat oven to 180°c. 2. cream butter and sugar, then add dry ingredients. 3. shape or pour into a tin. 4. bake for 20-30 minutes until golden.",341,0,sweet,all,0,1.0,0,5,9,bp
6495,chicken patties 95,Pakistani,baked item,"flour, sugar, butter, baking powder, eggs/milk","1. preheat oven to 180°c. 2. cream butter and sugar, then add dry ingredients. 3. shape or pour into a tin. 4. bake for 20-30 minutes until golden.",272,0,sweet,all,0,1.0,0,5,9,bp
6496,chicken pie 96,Pakistani,baked item,"flour, sugar, butter, baking powder, eggs/milk","1. preheat oven to 180°c. 2. cream butter and sugar, then add dry ingredients. 3. shape or pour into a tin. 4. bake for 20-30 minutes until golden.",599,0,sweet,all,0,0.0,0,5,9,
6497,cake rusk 97,Pakistani,baked item,"flour, sugar, butter, baking powder, eggs/milk","1. preheat oven to 180°c. 2. cream butter and sugar, then add dry ingredients. 3. shape or pour into a tin. 4. bake for 20-30 minutes until golden.",359,0,sweet,all,0,1.0,0,5,9,bp
6498,pistachio cake 98,Pakistani,baked item,"flour, sugar, butter, baking powder, eggs/milk","1. preheat oven to 180°c. 2. cream butter and sugar, then add dry ingredients. 3. shape or pour into a tin. 4. bake for 20-30 minutes until golden.",343,0,sweet,all,0,1.0,0,5,9,bp
6499,chicken pie 99,Pakistani,baked item,"flour, sugar, butter, baking powder, eggs/milk","1. preheat oven to 180°c. 2. cream butter and sugar, then add dry ingredients. 3. shape or pour into a tin. 4. bake for 20-30 minutes until golden.",528,0,sweet,all,0,0.0,0,5,9,
6500,bakery biscuit 100,Pakistani,baked item,"flour, sugar, butter, baking powder, eggs/milk","1. preheat oven to 180°c. 2. cream butter and sugar, then add dry ingredients. 3. shape or pour into a tin. 4. bake for 20-30 minutes until golden.",117,0,sweet,all,0,1.0,0,5,9,bp
6501,zarda cake 101,Pakistani,baked item,"flour, sugar, butter, baking powder, eggs/milk","1. preheat oven to 180°c. 2. cream butter and sugar, then add dry ingredients. 3. shape or pour into a tin. 4. bake for 20-30 minutes until golden.",442,0,sweet,all,0,0.0,0,5,9,
6502,pistachio cake 102,Pakistani,baked item,"flour, sugar, butter, baking powder, eggs/milk","1. preheat oven to 180°c. 2. cream butter and sugar, then add dry ingredients. 3. shape or pour into a tin. 4. bake for 20-30 minutes until golden.",570,0,sweet,all,0,0.0,0,5,9,
6503,cheese straws 103,Pakistani,baked item,"flour, sugar, butter, baking powder, eggs/milk","1. preheat oven to 180°c. 2. cream butter and sugar, then add dry ingredients. 3. shape or pour into a tin. 4. bake for 20-30 minutes until golden.",597,0,sweet,all,0,0.0,0,5,9,
