recipe_id,name,cuisine,category,ingredients,steps,calories,veg,health_tags,flavor_profile,season,suitable_for_diabetes,suitable_for_bp,suitable_for_heart_condition
5056,Lassi,Pakistani,Drink,"Water/Milk, Sugar, Ice/Heat, Saffron",1. Mix base ingredients. 2. Boil if hot drink or blend with ice if cold. 3. Adjust sweetness and serve.,100,yes,"sweet, traditional",Sweet,Summer,no,yes,yes
5057,Kashmiri Tea,Pakistani,Drink,"Water/Milk, Tea leaves, Ice/Heat, Saffron",1. Mix base ingredients. 2. Boil if hot drink or blend with ice if cold. 3. Adjust sweetness and serve.,83,yes,"sweet, traditional",Sweet,Winter,yes,yes,yes
5058,Suji ka Halwa,Pakistani,Dessert,"2 cups Yogurt, 1 cup Sugar, Cardamom, Saffron, Nuts",1. Bring milk or water to a rolling boil in a heavy-bottomed pot. 2. Add sugar and stir continuously until fully dissolved. 3. Incorporate the primary flavorings like cardamom or saffron. 4. Lower the heat and simmer until the mixture thickens to the desired consistency. 5. Garnish with chopped nuts and raisins before serving warm or chilled.,451,yes,"sweet, traditional",Sweet,All,no,maybe,no
5059,Falooda,Pakistani,Drink,"Water/Milk, Tea leaves, Ice/Heat, Saffron",1. Mix base ingredients. 2. Boil if hot drink or blend with ice if cold. 3. Adjust sweetness and serve.,123,yes,"sweet, traditional",Sweet,Summer,yes,yes,yes
5060,Lemonade,Pakistani,Drink,"Water/Milk, Salt, Ice/Heat, Saffron",1. Mix base ingredients. 2. Boil if hot drink or blend with ice if cold. 3. Adjust sweetness and serve.,298,yes,"sweet, traditional",Sweet,Summer,yes,yes,yes
5061,Roll Paratha,Pakistani,Snack,"Flour/Besan, Onion, Oil for frying, Spices","1. In a large bowl, mix the base ingredients with spices like cumin and chili. 2. Add water slowly to achieve a thick, smooth consistency. 3. Dip the prepared fillings into the batter, ensuring even coating. 4. Heat oil in a deep pan and carefully drop the pieces. 5. Fry on medium heat until golden brown and crispy. 6. Drain excess oil and serve with Roll Paratha specific chutneys.",379,no,"savory, traditional",Savory,All,yes,maybe,no
5062,Chana Pulao,Pakistani,Rice,"500g Basmati Rice, Meat, Whole spices, Ghee","1. Wash the rice multiple times until the water runs clear, then soak for 30 minutes. 2. Sauté whole spices and onions in a pot until golden. 3. Add the meat or vegetables with spices and cook until tender. 4. In a separate pot, boil water with salt and cook rice until 70% done. 5. Layer the rice over the base, add saffron or food color. 6. Seal the pot and simmer (Dum) on low heat for 15-20 minutes to allow flavors to meld.",742,yes,"spicy, traditional",Spicy,All,no,maybe,no
5063,Chicken Daal,Pakistani,Main Course,"1kg Chicken, 2 Garlic, 1 tbsp Coriander powder, Oil, Salt",1. Sear meat with ginger-garlic. 2. Add spices and tomatoes. 3. Slow cook until tender. 4. Garnish and serve.,757,no,"spicy, traditional",Spicy,All,no,maybe,no
5064,Dahi Bhallay,Pakistani,Snack,"Flour/Besan, Spinach, Oil for frying, Spices","1. In a large bowl, mix the base ingredients with spices like cumin and chili. 2. Add water slowly to achieve a thick, smooth consistency. 3. Dip the prepared fillings into the batter, ensuring even coating. 4. Heat oil in a deep pan and carefully drop the pieces. 5. Fry on medium heat until golden brown and crispy. 6. Drain excess oil and serve with Dahi Bhallay specific chutneys.",399,yes,"spicy, traditional",Spicy,All,yes,maybe,no
5065,Kabuli Pulao,Pakistani,Rice,"500g Basmati Rice, Meat, Whole spices, Ghee","1. Wash the rice multiple times until the water runs clear, then soak for 30 minutes. 2. Sauté whole spices and onions in a pot until golden. 3. Add the meat or vegetables with spices and cook until tender. 4. In a separate pot, boil water with salt and cook rice until 70% done. 5. Layer the rice over the base, add saffron or food color. 6. Seal the pot and simmer (Dum) on low heat for 15-20 minutes to allow flavors to meld.",597,yes,"spicy, traditional",Spicy,All,no,maybe,no
5066,Chicken Sajji,Pakistani,Main Course,"1kg Chicken, 2 Green Chili, 1 tbsp Red chili, Oil, Salt",1. Sear meat with ginger-garlic. 2. Add spices and tomatoes. 3. Slow cook until tender. 4. Garnish and serve.,710,no,"spicy, traditional",Spicy,All,no,maybe,no
5067,Beef Daal,Pakistani,Main Course,"1kg Beef, 2 Potato, 1 tbsp Black pepper, Oil, Salt",1. Sear meat with ginger-garlic. 2. Add spices and tomatoes. 3. Slow cook until tender. 4. Garnish and serve.,871,no,"spicy, traditional",Spicy,All,no,maybe,no
5068,Masala Chai,Pakistani,Drink,"Water/Milk, Sugar, Ice/Heat, Saffron",1. Mix base ingredients. 2. Boil if hot drink or blend with ice if cold. 3. Adjust sweetness and serve.,84,yes,"sweet, traditional",Sweet,Winter,no,yes,yes
5069,Lemonade,Pakistani,Drink,"Water/Milk, Tea leaves, Ice/Heat, Saffron",1. Mix base ingredients. 2. Boil if hot drink or blend with ice if cold. 3. Adjust sweetness and serve.,131,yes,"sweet, traditional",Sweet,Summer,yes,yes,yes
5070,Chicken Biryani,Pakistani,Rice,"500g Basmati Rice, Vegetables, Whole spices, Ghee","1. Wash the rice multiple times until the water runs clear, then soak for 30 minutes. 2. Sauté whole spices and onions in a pot until golden. 3. Add the meat or vegetables with spices and cook until tender. 4. In a separate pot, boil water with salt and cook rice until 70% done. 5. Layer the rice over the base, add saffron or food color. 6. Seal the pot and simmer (Dum) on low heat for 15-20 minutes to allow flavors to meld.",397,no,"spicy, traditional",Spicy,All,yes,maybe,no
5071,French Fries (Masala),Pakistani,Snack,"Flour/Besan, Green Chili, Oil for frying, Spices","1. In a large bowl, mix the base ingredients with spices like cumin and chili. 2. Add water slowly to achieve a thick, smooth consistency. 3. Dip the prepared fillings into the batter, ensuring even coating. 4. Heat oil in a deep pan and carefully drop the pieces. 5. Fry on medium heat until golden brown and crispy. 6. Drain excess oil and serve with French Fries (Masala) specific chutneys.",256,yes,"spicy, traditional",Spicy,All,yes,yes,yes
5072,Lemonade,Pakistani,Drink,"Water/Milk, Salt, Ice/Heat, Saffron",1. Mix base ingredients. 2. Boil if hot drink or blend with ice if cold. 3. Adjust sweetness and serve.,161,yes,"sweet, traditional",Sweet,Summer,yes,yes,yes
5073,Prawns Chapli Kabab,Pakistani,Main Course,"1kg Prawns, 2 Potato, 1 tbsp Red chili, Oil, Salt",1. Sear meat with ginger-garlic. 2. Add spices and tomatoes. 3. Slow cook until tender. 4. Garnish and serve.,887,no,"spicy, traditional",Spicy,All,no,maybe,no
5074,Beef Karahi,Pakistani,Main Course,"1kg Beef, 2 Potato, 1 tbsp Garam Masala, Oil, Salt",1. Sear meat with ginger-garlic. 2. Add spices and tomatoes. 3. Slow cook until tender. 4. Garnish and serve.,916,no,"spicy, traditional",Spicy,All,no,maybe,no
5075,Lemonade,Pakistani,Drink,"Water/Milk, Tea leaves, Ice/Heat, Saffron",1. Mix base ingredients. 2. Boil if hot drink or blend with ice if cold. 3. Adjust sweetness and serve.,283,yes,"sweet, traditional",Sweet,Summer,yes,yes,yes
5076,Chaat,Pakistani,Snack,"Flour/Besan, Lemon, Oil for frying, Spices","1. In a large bowl, mix the base ingredients with spices like cumin and chili. 2. Add water slowly to achieve a thick, smooth consistency. 3. Dip the prepared fillings into the batter, ensuring even coating. 4. Heat oil in a deep pan and carefully drop the pieces. 5. Fry on medium heat until golden brown and crispy. 6. Drain excess oil and serve with Chaat specific chutneys.",308,yes,"spicy, traditional",Spicy,All,yes,yes,yes
5077,Gulab Jamun,Pakistani,Dessert,"2 cups Cream, 1 cup Sugar, Cardamom, Saffron, Nuts",1. Bring milk or water to a rolling boil in a heavy-bottomed pot. 2. Add sugar and stir continuously until fully dissolved. 3. Incorporate the primary flavorings like cardamom or saffron. 4. Lower the heat and simmer until the mixture thickens to the desired consistency. 5. Garnish with chopped nuts and raisins before serving warm or chilled.,301,yes,"sweet, traditional",Sweet,All,no,yes,yes
5078,Sheermal,Pakistani,Bread,"500g Wheat/All-purpose flour, 1 cup Water, 2 tbsp Oil, Salt","1. Sieve the flour and add salt and water gradually. 2. Knead into a soft, elastic dough and apply a thin layer of oil. 3. Cover with a damp cloth and rest for 30-45 minutes. 4. Divide into equal balls, roll into circles with a rolling pin. 5. Cook on a preheated tawa or in a tandoor until bubbles appear, then flip and apply  2 tbsp Oil.",289,yes,"sweet, traditional",Sweet,All,yes,yes,yes
5079,Beef Sajji,Pakistani,Main Course,"1kg Beef, 2 Garlic, 1 tbsp Garam Masala, Oil, Salt",1. Sear meat with ginger-garlic. 2. Add spices and tomatoes. 3. Slow cook until tender. 4. Garnish and serve.,778,no,"spicy, traditional",Spicy,All,no,maybe,no
5080,Pakora,Pakistani,Snack,"Flour/Besan, Coriander Leaves, Oil for frying, Spices","1. In a large bowl, mix the base ingredients with spices like cumin and chili. 2. Add water slowly to achieve a thick, smooth consistency. 3. Dip the prepared fillings into the batter, ensuring even coating. 4. Heat oil in a deep pan and carefully drop the pieces. 5. Fry on medium heat until golden brown and crispy. 6. Drain excess oil and serve with Pakora specific chutneys.",307,yes,"savory, traditional",Savory,All,yes,yes,yes
5081,Gol Gappay,Pakistani,Snack,"Flour/Besan, Ginger, Oil for frying, Spices","1. In a large bowl, mix the base ingredients with spices like cumin and chili. 2. Add water slowly to achieve a thick, smooth consistency. 3. Dip the prepared fillings into the batter, ensuring even coating. 4. Heat oil in a deep pan and carefully drop the pieces. 5. Fry on medium heat until golden brown and crispy. 6. Drain excess oil and serve with Gol Gappay specific chutneys.",335,yes,"spicy, traditional",Spicy,All,yes,yes,yes
5082,Zarda Rice,Pakistani,Rice,"500g Basmati Rice, Meat, Whole spices, Ghee","1. Wash the rice multiple times until the water runs clear, then soak for 30 minutes. 2. Sauté whole spices and onions in a pot until golden. 3. Add the meat or vegetables with spices and cook until tender. 4. In a separate pot, boil water with salt and cook rice until 70% done. 5. Layer the rice over the base, add saffron or food color. 6. Seal the pot and simmer (Dum) on low heat for 15-20 minutes to allow flavors to meld.",418,yes,"sweet, traditional",Sweet,All,no,maybe,no
5083,Lassi,Pakistani,Drink,"Water/Milk, Sugar, Ice/Heat, Saffron",1. Mix base ingredients. 2. Boil if hot drink or blend with ice if cold. 3. Adjust sweetness and serve.,299,yes,"sweet, traditional",Sweet,Summer,no,yes,yes
5084,Sheermal,Pakistani,Bread,"500g Wheat/All-purpose flour, 1 cup Water, 2 tbsp Butter, Salt","1. Sieve the flour and add salt and water gradually. 2. Knead into a soft, elastic dough and apply a thin layer of oil. 3. Cover with a damp cloth and rest for 30-45 minutes. 4. Divide into equal balls, roll into circles with a rolling pin. 5. Cook on a preheated tawa or in a tandoor until bubbles appear, then flip and apply  2 tbsp Butter.",363,yes,"sweet, traditional",Sweet,All,yes,maybe,no
5085,Prawns Saag,Pakistani,Main Course,"1kg Prawns, 2 Garlic, 1 tbsp Red chili, Oil, Salt",1. Sear meat with ginger-garlic. 2. Add spices and tomatoes. 3. Slow cook until tender. 4. Garnish and serve.,597,no,"spicy, traditional",Spicy,All,no,maybe,no
5086,Mutton Biryani,Pakistani,Rice,"500g Basmati Rice, Sugar, Whole spices, Ghee","1. Wash the rice multiple times until the water runs clear, then soak for 30 minutes. 2. Sauté whole spices and onions in a pot until golden. 3. Add the meat or vegetables with spices and cook until tender. 4. In a separate pot, boil water with salt and cook rice until 70% done. 5. Layer the rice over the base, add saffron or food color. 6. Seal the pot and simmer (Dum) on low heat for 15-20 minutes to allow flavors to meld.",496,no,"spicy, traditional",Spicy,All,no,maybe,no
5087,Kashmiri Chai,Pakistani,Drink,"Water/Milk, Sugar, Ice/Heat, Saffron",1. Mix base ingredients. 2. Boil if hot drink or blend with ice if cold. 3. Adjust sweetness and serve.,238,yes,"sweet, traditional",Sweet,Winter,no,yes,yes
5088,Rooh Afza,Pakistani,Drink,"Water/Milk, Sugar, Ice/Heat, Saffron",1. Mix base ingredients. 2. Boil if hot drink or blend with ice if cold. 3. Adjust sweetness and serve.,297,yes,"sweet, traditional",Sweet,Summer,no,yes,yes
5089,Plain Paratha,Pakistani,Bread,"500g Wheat/All-purpose flour, 1 cup Water, 2 tbsp Ghee, Salt","1. Sieve the flour and add salt and water gradually. 2. Knead into a soft, elastic dough and apply a thin layer of oil. 3. Cover with a damp cloth and rest for 30-45 minutes. 4. Divide into equal balls, roll into circles with a rolling pin. 5. Cook on a preheated tawa or in a tandoor until bubbles appear, then flip and apply  2 tbsp Ghee.",277,yes,"savory, traditional",Savory,All,yes,yes,yes
5090,Missi Roti,Pakistani,Bread,"500g Wheat/All-purpose flour, 1 cup Water, 2 tbsp Butter, Salt","1. Sieve the flour and add salt and water gradually. 2. Knead into a soft, elastic dough and apply a thin layer of oil. 3. Cover with a damp cloth and rest for 30-45 minutes. 4. Divide into equal balls, roll into circles with a rolling pin. 5. Cook on a preheated tawa or in a tandoor until bubbles appear, then flip and apply  2 tbsp Butter.",174,yes,"savory, traditional",Savory,All,yes,yes,yes
5091,Beef Jalfrezi,Pakistani,Main Course,"1kg Beef, 2 Potato, 1 tbsp Garam Masala, Oil, Salt",1. Sear meat with ginger-garlic. 2. Add spices and tomatoes. 3. Slow cook until tender. 4. Garnish and serve.,902,no,"spicy, traditional",Spicy,All,no,maybe,no
5092,Doodh Patti,Pakistani,Drink,"Water/Milk, Tea leaves, Ice/Heat, Saffron",1. Mix base ingredients. 2. Boil if hot drink or blend with ice if cold. 3. Adjust sweetness and serve.,152,yes,"sweet, traditional",Sweet,Winter,yes,yes,yes
5093,Sheermal,Pakistani,Bread,"500g Wheat/All-purpose flour, 1 cup Water, 2 tbsp Oil, Salt","1. Sieve the flour and add salt and water gradually. 2. Knead into a soft, elastic dough and apply a thin layer of oil. 3. Cover with a damp cloth and rest for 30-45 minutes. 4. Divide into equal balls, roll into circles with a rolling pin. 5. Cook on a preheated tawa or in a tandoor until bubbles appear, then flip and apply  2 tbsp Oil.",217,yes,"sweet, traditional",Sweet,All,yes,yes,yes
5094,Kashmiri Tea,Pakistani,Drink,"Water/Milk, Tea leaves, Ice/Heat, Saffron",1. Mix base ingredients. 2. Boil if hot drink or blend with ice if cold. 3. Adjust sweetness and serve.,253,yes,"sweet, traditional",Sweet,Winter,yes,yes,yes
5095,Bun Kebab,Pakistani,Snack,"Flour/Besan, Ginger, Oil for frying, Spices","1. In a large bowl, mix the base ingredients with spices like cumin and chili. 2. Add water slowly to achieve a thick, smooth consistency. 3. Dip the prepared fillings into the batter, ensuring even coating. 4. Heat oil in a deep pan and carefully drop the pieces. 5. Fry on medium heat until golden brown and crispy. 6. Drain excess oil and serve with Bun Kebab specific chutneys.",221,no,"savory, traditional",Savory,All,yes,yes,no
5096,Fish Daal,Pakistani,Main Course,"1kg Fish, 2 Garlic, 1 tbsp Garam Masala, Oil, Salt",1. Sear meat with ginger-garlic. 2. Add spices and tomatoes. 3. Slow cook until tender. 4. Garnish and serve.,698,no,"spicy, traditional",Spicy,All,no,maybe,no
5097,Namak Pare,Pakistani,Snack,"Flour/Besan, Green Chili, Oil for frying, Spices","1. In a large bowl, mix the base ingredients with spices like cumin and chili. 2. Add water slowly to achieve a thick, smooth consistency. 3. Dip the prepared fillings into the batter, ensuring even coating. 4. Heat oil in a deep pan and carefully drop the pieces. 5. Fry on medium heat until golden brown and crispy. 6. Drain excess oil and serve with Namak Pare specific chutneys.",215,yes,"savory, traditional",Savory,All,yes,yes,yes
5098,Plain Boiled Rice,Pakistani,Rice,"500g Basmati Rice, Vegetables, Whole spices, Ghee","1. Wash the rice multiple times until the water runs clear, then soak for 30 minutes. 2. Sauté whole spices and onions in a pot until golden. 3. Add the meat or vegetables with spices and cook until tender. 4. In a separate pot, boil water with salt and cook rice until 70% done. 5. Layer the rice over the base, add saffron or food color. 6. Seal the pot and simmer (Dum) on low heat for 15-20 minutes to allow flavors to meld.",360,yes,"savory, traditional",Savory,All,yes,maybe,no
5099,French Fries (Masala),Pakistani,Snack,"Flour/Besan, Onion, Oil for frying, Spices","1. In a large bowl, mix the base ingredients with spices like cumin and chili. 2. Add water slowly to achieve a thick, smooth consistency. 3. Dip the prepared fillings into the batter, ensuring even coating. 4. Heat oil in a deep pan and carefully drop the pieces. 5. Fry on medium heat until golden brown and crispy. 6. Drain excess oil and serve with French Fries (Masala) specific chutneys.",334,yes,"spicy, traditional",Spicy,All,yes,yes,yes
5100,Matar Pulao,Pakistani,Rice,"500g Basmati Rice, Sugar, Whole spices, Ghee","1. Wash the rice multiple times until the water runs clear, then soak for 30 minutes. 2. Sauté whole spices and onions in a pot until golden. 3. Add the meat or vegetables with spices and cook until tender. 4. In a separate pot, boil water with salt and cook rice until 70% done. 5. Layer the rice over the base, add saffron or food color. 6. Seal the pot and simmer (Dum) on low heat for 15-20 minutes to allow flavors to meld.",493,yes,"spicy, traditional",Spicy,All,no,maybe,no
5101,Gajar Ka Halwa,Pakistani,Dessert,"2 cups Yogurt, 1 cup Sugar, Cardamom, Saffron, Nuts",1. Bring milk or water to a rolling boil in a heavy-bottomed pot. 2. Add sugar and stir continuously until fully dissolved. 3. Incorporate the primary flavorings like cardamom or saffron. 4. Lower the heat and simmer until the mixture thickens to the desired consistency. 5. Garnish with chopped nuts and raisins before serving warm or chilled.,550,yes,"sweet, traditional",Sweet,All,no,maybe,no
5102,Plain Boiled Rice,Pakistani,Rice,"500g Basmati Rice, Meat, Whole spices, Ghee","1. Wash the rice multiple times until the water runs clear, then soak for 30 minutes. 2. Sauté whole spices and onions in a pot until golden. 3. Add the meat or vegetables with spices and cook until tender. 4. In a separate pot, boil water with salt and cook rice until 70% done. 5. Layer the rice over the base, add saffron or food color. 6. Seal the pot and simmer (Dum) on low heat for 15-20 minutes to allow flavors to meld.",572,yes,"savory, traditional",Savory,All,no,maybe,no
5103,Garlic Naan,Pakistani,Bread,"500g Wheat/All-purpose flour, 1 cup Water, 2 tbsp Ghee, Salt","1. Sieve the flour and add salt and water gradually. 2. Knead into a soft, elastic dough and apply a thin layer of oil. 3. Cover with a damp cloth and rest for 30-45 minutes. 4. Divide into equal balls, roll into circles with a rolling pin. 5. Cook on a preheated tawa or in a tandoor until bubbles appear, then flip and apply  2 tbsp Ghee.",392,yes,"savory, traditional",Savory,All,yes,maybe,no
5104,Plain Paratha,Pakistani,Bread,"500g Wheat/All-purpose flour, 1 cup Water, 2 tbsp Oil, Salt","1. Sieve the flour and add salt and water gradually. 2. Knead into a soft, elastic dough and apply a thin layer of oil. 3. Cover with a damp cloth and rest for 30-45 minutes. 4. Divide into equal balls, roll into circles with a rolling pin. 5. Cook on a preheated tawa or in a tandoor until bubbles appear, then flip and apply  2 tbsp Oil.",224,yes,"savory, traditional",Savory,All,yes,yes,yes
5105,Falooda,Pakistani,Drink,"Water/Milk, Tea leaves, Ice/Heat, Saffron",1. Mix base ingredients. 2. Boil if hot drink or blend with ice if cold. 3. Adjust sweetness and serve.,223,yes,"sweet, traditional",Sweet,Summer,yes,yes,yes
5106,Aloo Paratha,Pakistani,Bread,"500g Wheat/All-purpose flour, 1 cup Water, 2 tbsp Butter, Salt","1. Sieve the flour and add salt and water gradually. 2. Knead into a soft, elastic dough and apply a thin layer of oil. 3. Cover with a damp cloth and rest for 30-45 minutes. 4. Divide into equal balls, roll into circles with a rolling pin. 5. Cook on a preheated tawa or in a tandoor until bubbles appear, then flip and apply  2 tbsp Butter.",313,yes,"savory, traditional",Savory,All,yes,yes,yes
5107,Lemonade,Pakistani,Drink,"Water/Milk, Tea leaves, Ice/Heat, Saffron",1. Mix base ingredients. 2. Boil if hot drink or blend with ice if cold. 3. Adjust sweetness and serve.,178,yes,"sweet, traditional",Sweet,Summer,yes,yes,yes
5108,Chana Pulao,Pakistani,Rice,"500g Basmati Rice, Meat, Whole spices, Ghee","1. Wash the rice multiple times until the water runs clear, then soak for 30 minutes. 2. Sauté whole spices and onions in a pot until golden. 3. Add the meat or vegetables with spices and cook until tender. 4. In a separate pot, boil water with salt and cook rice until 70% done. 5. Layer the rice over the base, add saffron or food color. 6. Seal the pot and simmer (Dum) on low heat for 15-20 minutes to allow flavors to meld.",672,yes,"spicy, traditional",Spicy,All,no,maybe,no
5109,Plain Boiled Rice,Pakistani,Rice,"500g Basmati Rice, Sugar, Whole spices, Ghee","1. Wash the rice multiple times until the water runs clear, then soak for 30 minutes. 2. Sauté whole spices and onions in a pot until golden. 3. Add the meat or vegetables with spices and cook until tender. 4. In a separate pot, boil water with salt and cook rice until 70% done. 5. Layer the rice over the base, add saffron or food color. 6. Seal the pot and simmer (Dum) on low heat for 15-20 minutes to allow flavors to meld.",607,yes,"savory, traditional",Savory,All,no,maybe,no
5110,Barfi,Pakistani,Dessert,"2 cups Paneer, 1 cup Sugar, Cardamom, Saffron, Nuts",1. Bring milk or water to a rolling boil in a heavy-bottomed pot. 2. Add sugar and stir continuously until fully dissolved. 3. Incorporate the primary flavorings like cardamom or saffron. 4. Lower the heat and simmer until the mixture thickens to the desired consistency. 5. Garnish with chopped nuts and raisins before serving warm or chilled.,453,yes,"sweet, traditional",Sweet,All,no,maybe,no
5111,Gulab Jamun,Pakistani,Dessert,"2 cups Cream, 1 cup Sugar, Cardamom, Saffron, Nuts",1. Bring milk or water to a rolling boil in a heavy-bottomed pot. 2. Add sugar and stir continuously until fully dissolved. 3. Incorporate the primary flavorings like cardamom or saffron. 4. Lower the heat and simmer until the mixture thickens to the desired consistency. 5. Garnish with chopped nuts and raisins before serving warm or chilled.,426,yes,"sweet, traditional",Sweet,All,no,maybe,no
5112,Zarda Rice,Pakistani,Rice,"500g Basmati Rice, Vegetables, Whole spices, Ghee","1. Wash the rice multiple times until the water runs clear, then soak for 30 minutes. 2. Sauté whole spices and onions in a pot until golden. 3. Add the meat or vegetables with spices and cook until tender. 4. In a separate pot, boil water with salt and cook rice until 70% done. 5. Layer the rice over the base, add saffron or food color. 6. Seal the pot and simmer (Dum) on low heat for 15-20 minutes to allow flavors to meld.",519,yes,"sweet, traditional",Sweet,All,no,maybe,no
5113,Lemonade,Pakistani,Drink,"Water/Milk, Sugar, Ice/Heat, Saffron",1. Mix base ingredients. 2. Boil if hot drink or blend with ice if cold. 3. Adjust sweetness and serve.,247,yes,"sweet, traditional",Sweet,Summer,no,yes,yes
5114,Falooda,Pakistani,Drink,"Water/Milk, Tea leaves, Ice/Heat, Saffron",1. Mix base ingredients. 2. Boil if hot drink or blend with ice if cold. 3. Adjust sweetness and serve.,284,yes,"sweet, traditional",Sweet,Summer,yes,yes,yes
5115,Kheer,Pakistani,Dessert,"2 cups Butter, 1 cup Sugar, Cardamom, Saffron, Nuts",1. Bring milk or water to a rolling boil in a heavy-bottomed pot. 2. Add sugar and stir continuously until fully dissolved. 3. Incorporate the primary flavorings like cardamom or saffron. 4. Lower the heat and simmer until the mixture thickens to the desired consistency. 5. Garnish with chopped nuts and raisins before serving warm or chilled.,532,yes,"sweet, traditional",Sweet,All,no,maybe,no
5116,Sugarcane Juice,Pakistani,Drink,"Water/Milk, Sugar, Ice/Heat, Saffron",1. Mix base ingredients. 2. Boil if hot drink or blend with ice if cold. 3. Adjust sweetness and serve.,103,yes,"sweet, traditional",Sweet,Summer,no,yes,yes
5117,Rooh Afza,Pakistani,Drink,"Water/Milk, Sugar, Ice/Heat, Saffron",1. Mix base ingredients. 2. Boil if hot drink or blend with ice if cold. 3. Adjust sweetness and serve.,137,yes,"sweet, traditional",Sweet,Summer,no,yes,yes
5118,Kashmiri Chai,Pakistani,Drink,"Water/Milk, Sugar, Ice/Heat, Saffron",1. Mix base ingredients. 2. Boil if hot drink or blend with ice if cold. 3. Adjust sweetness and serve.,256,yes,"sweet, traditional",Sweet,Winter,no,yes,yes
5119,Falooda,Pakistani,Drink,"Water/Milk, Salt, Ice/Heat, Saffron",1. Mix base ingredients. 2. Boil if hot drink or blend with ice if cold. 3. Adjust sweetness and serve.,143,yes,"sweet, traditional",Sweet,Summer,yes,yes,yes
5120,Masala Chai,Pakistani,Drink,"Water/Milk, Sugar, Ice/Heat, Saffron",1. Mix base ingredients. 2. Boil if hot drink or blend with ice if cold. 3. Adjust sweetness and serve.,118,yes,"sweet, traditional",Sweet,Winter,no,yes,yes
5121,Rooh Afza,Pakistani,Drink,"Water/Milk, Tea leaves, Ice/Heat, Saffron",1. Mix base ingredients. 2. Boil if hot drink or blend with ice if cold. 3. Adjust sweetness and serve.,71,yes,"sweet, traditional",Sweet,Summer,yes,yes,yes
5122,Aloo Paratha,Pakistani,Bread,"500g Wheat/All-purpose flour, 1 cup Water, 2 tbsp Ghee, Salt","1. Sieve the flour and add salt and water gradually. 2. Knead into a soft, elastic dough and apply a thin layer of oil. 3. Cover with a damp cloth and rest for 30-45 minutes. 4. Divide into equal balls, roll into circles with a rolling pin. 5. Cook on a preheated tawa or in a tandoor until bubbles appear, then flip and apply  2 tbsp Ghee.",226,yes,"savory, traditional",Savory,All,yes,yes,yes
5123,Chicken Kofta,Pakistani,Main Course,"1kg Chicken, 2 Coriander Leaves, 1 tbsp Turmeric, Oil, Salt",1. Sear meat with ginger-garlic. 2. Add spices and tomatoes. 3. Slow cook until tender. 4. Garnish and serve.,945,no,"spicy, traditional",Spicy,All,no,maybe,no
5124,Chaat,Pakistani,Snack,"Flour/Besan, Ginger, Oil for frying, Spices","1. In a large bowl, mix the base ingredients with spices like cumin and chili. 2. Add water slowly to achieve a thick, smooth consistency. 3. Dip the prepared fillings into the batter, ensuring even coating. 4. Heat oil in a deep pan and carefully drop the pieces. 5. Fry on medium heat until golden brown and crispy. 6. Drain excess oil and serve with Chaat specific chutneys.",204,yes,"savory, traditional",Savory,All,yes,yes,yes
5125,Chicken Biryani,Pakistani,Rice,"500g Basmati Rice, Vegetables, Whole spices, Ghee","1. Wash the rice multiple times until the water runs clear, then soak for 30 minutes. 2. Sauté whole spices and onions in a pot until golden. 3. Add the meat or vegetables with spices and cook until tender. 4. In a separate pot, boil water with salt and cook rice until 70% done. 5. Layer the rice over the base, add saffron or food color. 6. Seal the pot and simmer (Dum) on low heat for 15-20 minutes to allow flavors to meld.",441,no,"spicy, traditional",Spicy,All,no,maybe,no
5126,Namak Pare,Pakistani,Snack,"Flour/Besan, Potato, Oil for frying, Spices","1. In a large bowl, mix the base ingredients with spices like cumin and chili. 2. Add water slowly to achieve a thick, smooth consistency. 3. Dip the prepared fillings into the batter, ensuring even coating. 4. Heat oil in a deep pan and carefully drop the pieces. 5. Fry on medium heat until golden brown and crispy. 6. Drain excess oil and serve with Namak Pare specific chutneys.",210,yes,"spicy, traditional",Spicy,All,yes,yes,yes
5127,Keema Naan,Pakistani,Bread,"500g Wheat/All-purpose flour, 1 cup Water, 2 tbsp Oil, Salt","1. Sieve the flour and add salt and water gradually. 2. Knead into a soft, elastic dough and apply a thin layer of oil. 3. Cover with a damp cloth and rest for 30-45 minutes. 4. Divide into equal balls, roll into circles with a rolling pin. 5. Cook on a preheated tawa or in a tandoor until bubbles appear, then flip and apply  2 tbsp Oil.",163,yes,"savory, traditional",Savory,All,yes,yes,yes
5128,Doodh Patti,Pakistani,Drink,"Water/Milk, Sugar, Ice/Heat, Saffron",1. Mix base ingredients. 2. Boil if hot drink or blend with ice if cold. 3. Adjust sweetness and serve.,259,yes,"sweet, traditional",Sweet,Winter,no,yes,yes
5129,Sattu,Pakistani,Drink,"Water/Milk, Salt, Ice/Heat, Saffron",1. Mix base ingredients. 2. Boil if hot drink or blend with ice if cold. 3. Adjust sweetness and serve.,60,yes,"sweet, traditional",Sweet,All,yes,yes,yes
5130,Taftan,Pakistani,Bread,"500g Wheat/All-purpose flour, 1 cup Water, 2 tbsp Oil, Salt","1. Sieve the flour and add salt and water gradually. 2. Knead into a soft, elastic dough and apply a thin layer of oil. 3. Cover with a damp cloth and rest for 30-45 minutes. 4. Divide into equal balls, roll into circles with a rolling pin. 5. Cook on a preheated tawa or in a tandoor until bubbles appear, then flip and apply  2 tbsp Oil.",205,yes,"sweet, traditional",Sweet,All,yes,yes,yes
